country,lead_time,total_of_special_requests,agent,required_car_parking_spaces,customer_type,stays_in_weekend_nights,stays_in_week_nights,booking_changes,record_count,arrival_date_week_number,adr
IRL,244,0,314,0,Transient,2,5,0,1,18,66.8
ESP,39,1,240,0,Transient,0,2,0,1,12,80.0
FRA,49,0,9,0,Transient,2,3,0,1,26,137.7
ESP,15,1,250,0,Transient,2,1,5,1,25,150.0
PRT,19,1,15,0,Transient,0,1,0,1,45,32.62
NLD,105,0,11,0,Transient,0,2,0,2,15,62.86
GBR,23,1,7,0,Transient,2,3,0,1,41,94.36
DEU,155,0,9,0,Transient,1,3,0,1,24,182.75
PRT,1,0,None / Unknown,0,Transient,0,1,1,1,12,88.0
ZAF,139,3,9,0,Transient,1,1,0,1,4,79.2
ESP,25,0,9,0,Transient,2,2,0,1,1,178.25
PRT,40,1,39,0,Transient-Party,0,1,2,1,31,125.0
GBR,255,0,40,0,Contract,3,7,0,2,23,98.4
DNK,210,2,240,0,Transient,2,5,2,1,16,84.21
DEU,7,2,9,0,Transient,0,2,0,1,22,241.0
PRT,108,1,240,0,Transient,1,1,1,1,13,48.0
PRT,7,0,11,0,Transient,2,5,0,1,52,59.14
PRT,1,0,159,0,Transient,0,0,1,1,45,0.0
PRT,3,0,None / Unknown,0,Transient,1,2,0,1,10,66.0
ESP,148,1,240,0,Transient,4,5,0,1,34,209.0
GBR,200,2,26,0,Transient,3,7,0,1,32,132.96
NLD,7,0,None / Unknown,0,Transient-Party,1,3,4,1,9,63.45
Missing,1,3,None / Unknown,1,Transient,0,2,0,1,47,60.0
ESP,8,0,9,0,Transient,0,3,0,1,13,171.67
PRT,29,1,240,0,Transient,0,3,0,1,52,55.0
GBR,180,1,9,0,Transient,1,3,0,1,15,109.8
PRT,1,0,40,0,Contract,0,0,0,1,25,0.0
PRT,2,1,240,0,Transient,0,1,0,1,5,48.0
FRA,103,1,332,0,Transient-Party,0,2,0,1,7,52.0
PRT,6,0,None / Unknown,0,Transient,0,2,0,1,50,65.0
PRT,51,0,314,0,Group,0,2,0,1,4,29.6
GBR,166,0,143,0,Contract,4,6,2,1,27,81.9
PRT,61,0,138,0,Transient,2,2,1,1,12,63.58
LUX,152,0,250,0,Transient,2,3,2,1,29,296.5
AUT,18,2,9,0,Transient,2,0,0,1,46,155.0
GBR,270,0,240,0,Transient,2,5,0,1,12,32.4
PRT,106,0,242,0,Transient,2,7,0,1,27,185.33
FRA,194,0,14,0,Transient,2,4,1,1,22,227.25
PRT,17,0,250,0,Transient,1,2,0,1,28,179.1
PRT,26,1,14,0,Transient,0,1,0,1,23,144.0
SWE,9,1,8,0,Transient,0,2,2,1,14,84.0
BEL,5,1,250,1,Transient,2,4,0,1,28,212.88
PRT,3,1,9,0,Transient,0,2,0,1,7,81.0
GBR,116,0,9,0,Transient,0,3,0,1,19,138.0
PRT,1,1,9,1,Contract,0,1,0,1,33,105.0
PRT,1,0,240,0,Transient,0,1,1,1,7,60.0
PRT,6,0,104,0,Transient,0,1,0,1,50,41.4
ITA,111,2,9,0,Transient,2,1,0,1,32,148.5
ESP,11,0,14,0,Transient,2,2,0,1,36,246.0
ESP,40,0,240,0,Transient,2,3,0,1,30,134.0
FRA,49,1,9,0,Transient,0,4,0,1,18,152.1
PRT,81,1,None / Unknown,1,Transient,2,5,0,1,34,166.0
PRT,1,0,196,0,Transient,0,0,0,1,34,0.0
ESP,72,1,9,0,Transient,1,3,0,1,11,74.8
AUT,316,0,30,0,Transient-Party,0,3,0,5,22,110.0
PRT,25,1,9,0,Contract,2,2,0,1,45,90.95
ESP,36,0,38,0,Transient-Party,1,2,0,1,47,0.0
CHE,37,0,9,0,Transient,1,3,0,1,32,135.9
GBR,49,0,9,0,Transient,0,1,0,1,2,79.2
AUT,316,0,30,0,Transient-Party,0,3,0,3,22,110.0
PRT,9,2,9,0,Transient,2,0,0,1,47,105.0
PRT,311,0,1,0,Transient-Party,1,1,0,2,35,60.0
PRT,221,0,6,0,Transient-Party,0,1,0,9,33,80.0
FRA,68,0,9,0,Transient,0,3,0,2,20,121.5
ESP,17,1,9,0,Transient,1,1,2,1,12,148.0
NLD,91,1,9,1,Transient,0,2,2,1,32,148.5
PRT,6,0,None / Unknown,0,Transient-Party,0,2,0,1,19,76.0
CHE,180,0,9,0,Transient,0,2,0,1,35,85.5
FRA,171,0,9,0,Transient,0,5,0,1,32,89.25
DEU,221,1,240,1,Transient,2,2,0,1,25,113.0
FRA,260,4,9,0,Transient,1,3,0,2,30,107.1
PRT,1,0,None / Unknown,0,Transient,0,2,1,1,2,26.0
GBR,95,0,9,0,Transient,0,4,0,1,28,127.8
GBR,268,2,9,0,Transient,1,2,0,1,44,96.3
PRT,28,0,339,0,Transient,0,1,1,1,45,59.04
GBR,207,0,22,0,Transient,1,0,1,1,33,63.75
GBR,339,0,273,0,Transient-Party,2,5,0,1,42,71.36
ESP,2,1,9,0,Transient,0,3,0,1,47,159.0
ISR,3,2,9,0,Transient,1,2,0,1,47,178.67
CN,165,0,96,0,Transient,2,2,0,2,41,46.0
PRT,32,0,83,0,Transient,2,3,0,1,40,109.87
PRT,34,0,None / Unknown,0,Transient-Party,1,3,0,1,43,49.0
PRT,10,1,242,0,Transient,0,4,1,1,34,216.5
ESP,2,1,240,1,Transient,0,2,0,1,21,74.5
FRA,30,1,9,0,Transient,0,1,0,1,28,135.9
IRL,312,1,240,0,Transient,1,2,0,1,26,80.1
GBR,1,3,9,0,Transient,0,1,0,1,12,109.0
GBR,135,0,156,0,Contract,2,3,0,1,32,104.55
ESP,70,0,42,0,Transient,0,3,0,1,13,59.5
POL,131,2,9,0,Transient,0,1,0,1,9,79.2
DEU,164,2,7,0,Transient,2,2,0,1,26,153.62
DEU,60,0,16,0,Transient,2,5,0,1,24,85.5
GBR,144,0,250,0,Transient,4,9,1,1,21,79.05
GBR,175,0,9,0,Transient,1,4,0,1,27,107.1
DEU,173,1,7,0,Transient,1,3,0,1,26,86.28
BRA,288,0,9,0,Transient-Party,2,5,0,1,52,67.26
PRT,323,0,3,0,Transient-Party,0,4,1,1,21,86.0
PRT,24,2,185,0,Transient-Party,9,21,5,1,44,0.0
PRT,7,1,None / Unknown,1,Transient,0,1,1,1,44,100.0
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,2,35.0
ESP,91,0,9,0,Transient,0,2,0,1,20,185.85
FRA,54,1,240,0,Transient,1,5,0,1,35,215.33
PRT,68,0,None / Unknown,0,Transient-Party,1,0,6,1,20,110.0
FRA,79,2,8,0,Transient,0,2,0,1,30,137.7
GBR,116,3,240,0,Transient,2,2,0,1,20,90.0
CHN,2,1,9,0,Transient,0,1,0,1,9,93.0
ITA,101,0,9,0,Transient,2,2,0,1,10,74.8
DEU,75,2,9,0,Transient,1,3,0,1,9,90.95
FRA,6,2,9,0,Contract,0,1,0,1,35,97.0
PRT,11,0,None / Unknown,0,Transient,1,3,0,1,23,121.0
ESP,1,0,42,0,Transient,0,1,0,1,28,106.4
GBR,289,0,9,0,Transient,0,3,1,3,9,81.9
ESP,54,2,240,0,Transient,2,1,0,1,17,125.0
FRA,9,0,28,0,Transient,0,3,0,1,8,117.0
PRT,121,3,250,0,Group,2,5,0,1,28,198.0
NLD,146,2,71,0,Contract,2,5,1,1,32,130.01
DEU,14,1,8,0,Transient,0,1,0,1,18,141.0
CHE,144,1,7,0,Transient,1,1,0,1,31,81.08
DNK,149,0,9,0,Transient,0,3,0,1,30,105.9
GBR,35,0,171,0,Transient,2,5,0,1,45,28.71
ZAF,7,0,9,0,Transient,2,5,0,1,3,73.9
DEU,114,0,14,0,Transient,1,1,0,1,21,94.5
NOR,7,1,8,0,Transient,1,1,0,1,41,114.0
ROU,41,1,9,0,Transient,1,4,0,2,14,137.2
DEU,60,1,9,0,Transient,0,2,0,1,14,90.9
GBR,195,1,240,0,Transient,4,9,1,1,23,140.0
ESP,59,0,240,0,Transient,1,2,0,1,20,65.0
PRT,100,1,9,0,Transient,0,2,0,1,27,76.5
AUT,53,2,9,0,Transient,0,2,0,1,41,113.4
HUN,27,0,14,1,Transient,1,3,0,1,40,127.94
BEL,67,2,None / Unknown,0,Transient,0,1,1,1,53,300.0
PRT,41,1,240,0,Transient,1,5,1,1,30,141.33
ITA,60,0,9,0,Transient,2,1,0,1,48,109.8
AUT,45,0,9,0,Transient,0,1,0,1,16,144.0
ESP,30,1,240,0,Transient,0,3,0,1,28,194.0
ESP,40,0,1,0,Transient-Party,2,2,0,1,33,62.0
PRT,44,0,240,0,Transient,0,3,0,1,28,153.0
PRT,31,0,None / Unknown,0,Transient-Party,0,2,1,1,6,77.0
PRT,108,0,240,0,Transient,2,5,0,1,19,58.0
PRT,8,1,9,0,Transient,0,1,0,1,51,78.0
NLD,57,2,240,1,Transient,0,3,0,1,40,48.3
PRT,26,0,8,0,Transient,0,0,0,1,12,0.0
PRT,1,0,240,0,Transient,0,1,0,1,51,48.0
PRT,43,1,9,1,Transient,1,2,0,1,34,203.85
ESP,11,0,6,0,Transient,0,1,0,1,43,46.0
GBR,104,1,89,0,Transient,2,5,0,1,37,98.64
HUN,130,1,240,0,Transient,2,3,0,1,33,261.0
FRA,197,0,3,0,Transient-Party,1,4,3,2,52,160.6
PRT,20,0,142,0,Contract,0,2,0,1,37,124.8
PRT,301,0,6,0,Transient-Party,1,1,0,6,31,109.0
NLD,33,1,159,0,Transient,1,2,1,1,17,0.0
PRT,3,0,None / Unknown,0,Transient-Party,1,0,0,2,6,39.0
IRL,53,2,240,0,Transient,2,5,1,1,29,125.0
RUS,171,2,9,0,Transient,2,3,0,2,17,117.0
ARE,7,0,9,0,Transient,2,2,0,1,13,161.0
USA,19,1,9,0,Transient,0,3,0,1,23,170.33
NLD,29,0,9,0,Transient,1,4,1,1,8,100.74
PRT,31,0,7,0,Transient,2,1,0,1,8,71.1
PRT,73,0,14,0,Transient,1,3,0,1,6,65.75
GBR,198,1,28,0,Transient,1,4,0,1,31,103.5
BRA,24,2,9,0,Transient,2,3,0,1,1,90.1
PRT,140,0,250,1,Transient,2,5,0,1,13,52.68
NLD,6,0,9,0,Transient,0,2,0,1,18,180.0
CHN,13,0,9,0,Transient,1,3,0,1,34,122.0
GBR,12,0,9,0,Transient,0,3,1,1,12,208.0
USA,22,0,14,0,Transient,2,2,0,1,9,223.0
GBR,37,0,250,0,Transient,0,3,0,1,44,70.0
AGO,1,0,9,0,Transient,0,1,0,1,26,97.0
ITA,1,1,9,0,Transient,0,3,0,1,13,111.33
PRT,125,1,240,0,Transient,1,4,0,1,6,55.8
ISR,17,2,9,0,Transient,1,2,0,1,23,156.67
PRT,18,0,171,0,Transient,0,4,0,1,52,45.0
FRA,68,0,28,0,Transient,0,4,0,1,49,60.0
FRA,140,0,119,0,Transient,2,2,3,1,17,170.0
FRA,28,1,9,0,Transient,2,0,0,1,39,149.0
PRT,3,2,250,1,Transient,0,2,0,1,36,161.0
PRT,294,0,40,0,Contract,2,5,0,1,25,122.4
ITA,31,1,9,0,Transient,1,2,0,1,49,88.0
PRT,8,0,270,0,Transient,0,2,0,1,14,42.0
PRT,6,0,None / Unknown,0,Transient,0,2,0,1,48,27.0
BEL,2,0,14,1,Transient,0,2,0,1,8,83.7
GBR,13,1,9,0,Transient,1,0,0,1,33,160.0
GBR,59,0,9,0,Transient,0,2,0,1,52,93.6
USA,1,0,14,0,Transient,0,1,1,1,41,146.0
BEL,54,0,9,0,Transient,1,3,0,1,15,126.0
FRA,48,0,14,0,Transient,2,2,0,1,12,79.2
PRT,85,1,14,0,Transient,0,3,0,1,53,81.2
GBR,119,0,9,0,Transient,2,3,0,2,26,126.0
ESP,14,1,9,0,Transient,1,1,0,1,25,101.0
PRT,15,1,15,1,Transient,2,1,0,1,19,52.0
FRA,38,1,9,0,Transient,2,2,0,1,7,78.3
NOR,153,0,9,0,Transient-Party,2,6,0,1,24,111.78
PRT,1,2,9,0,Transient,0,1,0,1,30,111.0
BRA,160,2,52,0,Transient,1,0,0,1,30,89.1
FRA,86,0,12,0,Transient-Party,0,2,0,1,39,105.0
CHN,69,0,9,0,Transient,0,3,0,1,36,107.19
ESP,181,1,240,0,Transient,1,5,0,1,31,166.67
ESP,84,2,9,0,Transient,0,2,0,1,37,177.3
GGY,39,0,9,0,Transient,2,1,0,2,27,117.9
IRL,27,1,436,0,Transient,2,5,0,1,13,50.0
GBR,153,0,168,0,Transient,2,3,0,1,26,80.1
PRT,24,1,15,0,Transient,1,2,0,1,31,193.33
USA,5,1,8,0,Transient,0,1,0,1,34,130.0
PRT,1,0,None / Unknown,0,Transient-Party,1,2,1,1,35,67.5
BEL,5,1,9,0,Contract,1,1,0,1,43,120.0
GBR,315,1,40,0,Contract,4,10,2,1,31,113.05
ESP,3,1,9,0,Transient,1,2,0,1,34,228.33
PRT,9,1,14,0,Transient,0,1,3,1,4,91.0
BRA,22,2,83,0,Transient,2,2,1,1,1,159.7
POL,21,0,None / Unknown,0,Transient,1,1,0,1,49,45.0
IRL,102,0,None / Unknown,0,Transient-Party,1,3,0,5,17,100.0
ESP,175,3,14,1,Transient,0,3,0,1,32,169.0
DEU,20,1,240,0,Transient-Party,0,2,0,1,49,55.0
GBR,21,2,240,0,Transient,0,2,0,1,45,105.0
PRT,6,0,8,0,Transient,0,2,0,1,48,45.0
BRA,285,1,9,0,Transient,0,4,0,1,25,110.0
BEL,4,0,1,0,Transient-Party,2,4,1,1,39,170.0
AUT,1,1,6,0,Transient-Party,1,2,0,1,25,75.0
IRL,116,2,240,0,Transient,0,2,0,1,47,39.8
PRT,196,0,None / Unknown,0,Transient-Party,1,2,1,4,53,114.0
USA,129,1,9,0,Transient,1,4,0,1,27,80.75
PRT,12,0,14,0,Transient,0,2,0,1,10,93.0
FRA,64,0,9,0,Transient,0,4,2,1,29,139.5
FRA,34,1,14,0,Transient,1,2,0,1,6,128.0
JPN,1,0,None / Unknown,0,Transient,4,10,2,1,10,92.5
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,20,129.0
FRA,23,1,7,0,Transient,0,2,0,1,20,129.2
PRT,1,0,14,0,Transient,0,1,0,1,33,190.0
GBR,72,0,9,0,Transient,2,5,0,1,38,149.4
PRT,35,0,9,0,Transient,0,2,0,1,3,78.3
DEU,164,0,251,0,Transient,1,0,0,1,22,62.0
RUS,168,0,14,1,Transient,0,1,0,1,23,146.5
FRA,177,2,14,0,Transient,1,5,0,1,19,112.5
ESP,9,1,177,0,Transient,1,1,0,1,9,68.75
RUS,50,0,9,0,Transient-Party,2,2,0,1,10,67.66
PRT,15,0,None / Unknown,0,Transient-Party,0,1,0,1,8,81.0
FRA,94,0,14,0,Transient,0,4,0,1,29,89.25
ESP,77,1,9,0,Transient-Party,0,1,0,2,19,116.1
DEU,29,0,27,0,Transient,2,5,1,1,38,59.29
ESP,6,0,14,0,Transient,1,0,0,1,7,113.0
PRT,84,1,440,0,Transient-Party,6,19,0,1,9,55.8
Missing,1,0,None / Unknown,0,Transient,0,1,0,1,21,42.0
RUS,84,0,9,0,Transient,2,1,0,1,1,112.2
USA,57,0,14,0,Transient,2,4,0,2,42,128.7
GBR,117,1,115,0,Transient,3,6,1,1,23,68.4
GBR,76,2,14,0,Transient,0,3,1,1,47,92.2
PRT,154,0,250,0,Transient,1,2,0,1,31,170.0
PRT,146,0,492,0,Transient,2,5,0,1,15,80.0
PRT,134,0,20,0,Transient,0,2,0,23,23,110.0
GBR,21,1,9,0,Transient,0,2,0,1,31,187.0
PRT,4,0,83,0,Transient,2,1,0,1,39,130.4
AUS,57,1,7,0,Transient,2,5,0,1,36,135.99
ESP,63,2,9,0,Contract,0,1,0,1,42,89.25
USA,163,2,9,0,Transient,1,2,0,2,53,122.4
ESP,1,1,9,0,Transient,0,2,0,1,22,229.0
PRT,1,0,None / Unknown,1,Transient,0,1,0,1,3,0.0
AUS,230,2,250,0,Transient,2,3,0,1,36,97.75
PRT,144,1,240,0,Transient,2,5,0,2,22,66.63
PRT,1,0,250,0,Transient,0,1,0,1,33,149.0
RUS,47,0,368,0,Transient-Party,0,1,0,2,43,52.0
ESP,192,2,9,1,Transient,2,2,2,1,50,72.75
FRA,15,0,9,0,Transient,0,3,0,1,50,106.33
PRT,2,1,None / Unknown,0,Transient,0,1,0,1,3,42.0
BRA,1,0,14,0,Transient,0,3,1,1,14,128.0
ESP,77,2,240,0,Transient,1,5,0,2,35,150.83
FIN,123,1,11,0,Transient,2,5,0,1,18,70.73
FRA,192,1,9,0,Transient-Party,0,3,1,2,33,94.5
JPN,51,2,9,0,Transient,0,1,0,1,29,137.7
FRA,5,1,240,0,Transient,2,1,0,1,11,60.0
BEL,56,0,9,0,Transient,2,2,0,1,31,152.1
GBR,2,0,14,0,Transient,0,3,0,1,17,215.0
FRA,21,1,7,0,Transient,1,1,0,1,20,72.42
PRT,426,0,1,0,Transient,0,2,0,30,37,62.0
PRT,4,0,None / Unknown,0,Transient,0,2,0,1,50,0.0
PRT,105,0,243,0,Contract,0,0,0,1,19,0.0
ITA,109,0,9,0,Transient,1,3,0,1,53,114.25
GBR,5,0,360,0,Transient-Party,0,1,1,1,31,230.35
CHN,39,1,9,0,Transient,0,2,0,1,11,71.1
CHE,119,1,251,0,Transient,0,1,0,1,20,59.0
GBR,78,1,9,0,Transient,1,2,0,1,23,144.0
USA,102,1,9,0,Transient,1,0,0,1,42,108.0
PRT,30,0,420,0,Transient,2,5,4,1,15,3.0
PRT,46,0,159,0,Transient,1,2,0,1,23,170.0
GBR,178,0,9,0,Transient,0,2,0,2,20,165.38
GBR,335,2,240,0,Transient,1,4,0,1,30,172.8
GBR,92,1,240,0,Transient,2,3,0,1,25,118.0
FRA,146,1,9,0,Transient,1,2,0,1,23,94.8
FRA,19,1,9,0,Transient,2,2,0,1,8,127.5
DEU,271,0,177,0,Transient,3,5,0,1,42,72.05
NLD,1,1,9,0,Transient,0,2,0,1,15,89.0
PRT,332,2,240,0,Transient,2,4,0,1,29,154.38
PRT,66,1,5,0,Transient,0,2,0,1,53,175.0
PRT,17,0,9,0,Transient,1,0,0,1,9,85.0
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,31,159.0
GBR,3,0,28,0,Transient,2,1,0,1,4,75.0
CHE,107,0,11,0,Transient,1,3,0,1,18,65.49
CHE,75,1,240,0,Transient,2,1,0,1,33,221.0
PRT,192,0,171,0,Transient,0,2,0,1,18,95.0
PRT,142,0,96,0,Transient,2,4,0,1,30,126.0
FRA,7,0,7,0,Transient,1,0,0,1,10,78.4
PRT,11,0,None / Unknown,0,Transient,0,2,0,2,33,12.0
FRA,159,2,9,0,Transient,2,3,0,1,40,134.46
PRT,98,1,None / Unknown,0,Transient,2,1,0,1,28,103.5
ITA,283,0,9,0,Transient,2,2,0,2,32,107.1
CHE,1,0,None / Unknown,1,Transient,1,0,0,1,47,59.0
FRA,52,0,9,0,Transient,0,2,0,1,7,79.2
CHN,87,1,9,0,Transient,1,3,0,1,42,135.0
GBR,7,0,None / Unknown,0,Transient,0,1,1,1,10,80.0
GBR,1,0,8,0,Transient,0,1,0,1,48,48.0
AGO,18,0,14,0,Transient,4,10,0,2,50,89.0
PRT,3,0,240,0,Transient,2,1,1,1,8,48.0
PRT,243,0,315,0,Transient,2,5,1,1,39,51.85
ESP,25,1,9,0,Transient,0,4,0,1,45,85.0
USA,65,1,240,0,Transient,2,3,0,1,7,48.0
DEU,320,1,6,0,Transient-Party,0,2,0,50,34,115.0
PRT,59,1,9,0,Transient,2,1,0,1,27,119.4
GBR,104,1,7,0,Transient,2,1,0,1,27,88.01
FRA,189,0,14,0,Transient,0,1,2,1,33,94.5
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,32,70.5
IDN,9,0,9,0,Transient,1,2,0,5,51,78.0
FRA,14,1,240,0,Transient,2,2,1,1,2,48.0
FRA,18,1,155,0,Transient,2,1,0,1,3,97.33
GBR,183,0,330,0,Transient-Party,2,6,0,1,10,80.0
BEL,175,0,9,0,Transient,1,2,0,1,29,152.1
CN,33,0,9,0,Transient,0,1,0,1,35,149.4
PRT,1,0,88,0,Transient,0,1,1,1,5,35.0
FRA,152,2,9,0,Transient,0,4,0,1,25,117.0
GBR,89,2,9,0,Transient,0,3,1,1,24,12.0
DEU,71,1,27,0,Transient-Party,0,3,0,1,33,96.9
ESP,200,2,9,0,Transient,1,2,0,1,11,79.2
FIN,7,1,9,0,Transient,1,3,0,1,14,115.0
DEU,292,0,6,0,Transient-Party,0,2,1,1,30,90.0
GBR,170,0,9,0,Transient,0,4,0,1,34,95.63
SWE,56,1,9,0,Transient,1,2,0,2,29,130.0
FRA,146,1,9,0,Transient,0,2,0,1,33,123.3
PRT,23,1,240,0,Transient,2,2,0,1,23,140.0
PRT,20,0,None / Unknown,0,Transient,1,0,0,1,20,110.0
GBR,169,1,241,0,Transient,2,7,1,1,26,89.0
PRT,102,0,332,0,Transient-Party,1,2,0,6,7,50.0
PRT,263,0,21,0,Transient-Party,1,0,1,1,39,0.0
PRT,13,3,250,1,Transient,2,3,1,1,33,244.55
BRA,40,1,7,0,Transient,0,2,0,1,46,100.1
PRT,1,0,427,0,Transient,0,1,0,2,30,109.0
PRT,1,1,9,0,Transient,0,0,0,1,41,0.0
MAR,142,0,9,0,Transient,1,2,0,1,32,243.6
GBR,35,1,9,0,Contract,0,2,0,1,41,94.05
ITA,198,0,9,0,Transient,0,4,0,1,35,160.2
USA,83,1,241,1,Transient,0,1,0,1,23,96.0
GBR,274,2,240,0,Transient,1,2,0,1,10,57.8
PRT,2,0,None / Unknown,0,Transient,0,1,1,1,9,40.0
DEU,190,0,16,0,Transient,0,5,0,1,33,84.25
PRT,8,3,7,0,Transient,0,2,1,1,37,92.4
UKR,1,0,None / Unknown,0,Transient,0,1,0,1,2,38.0
ITA,2,0,9,0,Transient,1,1,0,1,10,128.0
GBR,37,2,9,0,Transient,0,4,0,1,10,73.1
IRL,94,0,9,0,Transient,2,2,0,1,16,76.5
BEL,14,2,7,0,Transient,1,3,0,1,47,75.27
ITA,54,3,9,0,Transient,0,4,1,1,33,152.5
ISL,26,0,9,0,Transient,1,4,0,1,4,93.18
PRT,130,1,240,0,Transient,0,3,0,1,24,110.0
ESP,23,2,250,1,Transient,1,4,0,1,25,147.0
PRT,144,1,69,0,Transient,3,6,0,1,27,83.7
BRA,13,1,9,0,Transient,1,0,0,1,35,89.0
PRT,2,1,None / Unknown,1,Transient-Party,0,1,0,1,19,67.0
GBR,167,0,2,0,Contract,2,8,1,1,27,68.0
DEU,142,1,9,0,Transient,2,2,0,1,29,89.1
FRA,168,0,240,0,Transient,1,4,0,1,53,91.44
PRT,1,0,9,0,Transient,1,0,0,1,4,80.0
PRT,29,0,240,0,Transient,2,5,0,1,35,189.86
IRL,62,1,241,0,Transient,0,4,0,1,31,185.99
BEL,13,2,14,0,Transient,0,3,0,1,40,101.33
PRT,90,0,390,0,Transient-Party,0,4,0,5,16,100.0
AUT,148,1,9,0,Transient,1,3,2,1,23,189.0
GBR,6,1,40,0,Transient,1,1,1,1,47,0.0
CHE,135,0,28,0,Transient,1,3,0,1,22,85.0
GBR,128,0,147,0,Transient-Party,1,3,0,1,53,37.44
PRT,2,1,9,0,Transient,0,1,1,1,28,230.0
PRT,7,2,240,0,Transient,1,3,0,1,30,153.0
IRL,16,3,9,0,Transient,2,2,0,1,20,160.0
PRT,2,1,9,0,Transient,0,1,0,1,2,100.0
ESP,50,2,9,0,Transient,0,3,0,1,27,150.3
PRT,6,0,6,0,Transient,0,2,0,1,19,76.0
PRT,40,0,86,0,Transient-Party,0,4,1,1,38,120.0
PRT,19,0,None / Unknown,0,Transient,1,3,1,1,10,80.0
FRA,67,1,9,0,Transient,0,3,0,1,23,140.4
DEU,55,1,9,0,Transient,2,6,0,1,10,84.2
GBR,214,1,9,0,Transient,2,2,0,1,25,166.5
ITA,1,0,None / Unknown,0,Transient,0,1,0,1,21,120.0
AUS,305,1,240,0,Transient,2,4,0,1,26,93.38
USA,112,2,42,0,Transient,0,4,0,2,35,92.65
PRT,5,1,None / Unknown,1,Transient,0,2,0,1,21,67.0
GBR,6,0,171,0,Transient,2,2,0,1,9,47.0
GBR,77,0,9,0,Transient,0,3,2,1,7,138.6
BIH,12,2,9,0,Transient,0,3,0,1,44,130.0
GBR,99,1,7,0,Transient,0,4,0,1,8,68.07
FRA,46,2,9,0,Transient,0,1,1,1,26,220.0
CHE,16,0,None / Unknown,0,Transient-Party,0,1,2,1,6,86.0
CN,251,0,96,0,Transient-Party,1,3,0,3,26,106.0
PRT,5,0,45,0,Transient,0,1,0,1,34,0.0
ESP,74,1,15,1,Transient,1,2,0,1,22,58.2
NLD,31,1,9,0,Transient,2,5,0,1,35,129.6
FRA,91,0,9,0,Transient,1,3,0,1,29,118.8
PRT,37,0,240,0,Transient-Party,0,1,1,1,31,179.0
ITA,51,1,9,0,Transient,0,4,0,1,45,144.0
PRT,5,0,8,1,Transient-Party,0,2,0,1,47,50.0
ARG,64,1,14,0,Transient-Party,2,1,0,1,30,129.9
GBR,25,1,7,0,Transient,2,4,0,1,27,113.31
DEU,281,0,9,0,Transient-Party,1,3,0,1,41,108.8
PRT,318,1,240,0,Transient,2,5,0,1,33,134.0
FRA,14,2,7,0,Transient,0,2,0,2,20,125.4
BRA,14,0,9,0,Transient,1,5,0,1,50,76.78
PRT,114,1,None / Unknown,1,Transient,2,6,1,1,30,185.0
RUS,154,0,14,0,Transient,2,3,0,1,32,112.5
ITA,199,2,9,0,Transient,2,1,1,1,27,125.1
GBR,42,0,40,0,Transient,0,5,1,1,35,151.0
CHE,30,0,9,0,Transient,2,1,0,1,11,128.0
PRT,37,1,9,1,Transient-Party,1,1,0,1,6,81.55
GBR,149,1,240,0,Transient,2,5,0,1,6,52.0
FRA,42,2,9,0,Transient,2,4,0,1,18,141.55
FRA,73,0,12,0,Transient-Party,0,3,0,3,48,85.67
NLD,92,1,7,0,Transient,2,4,0,1,13,88.86
PRT,2,1,9,0,Transient,0,1,0,1,48,103.0
DEU,220,2,9,0,Transient,2,5,0,1,22,138.6
GBR,102,0,9,0,Transient,1,2,0,1,42,89.25
ITA,27,2,9,0,Transient,2,5,0,1,11,77.2
NOR,42,1,9,0,Transient,2,7,0,1,25,99.0
PRT,3,1,177,1,Transient,0,1,0,1,48,35.0
BEL,139,1,9,0,Transient,0,3,0,1,21,128.0
CN,138,1,410,0,Transient,2,2,0,1,22,49.95
CHN,2,2,9,0,Transient,1,3,0,1,34,122.0
PRT,73,2,240,0,Transient,0,1,0,2,9,48.0
FRA,108,2,240,0,Transient,1,3,0,1,16,93.75
PRT,6,1,240,0,Transient,0,1,0,1,22,94.5
DEU,46,1,9,0,Transient,2,4,0,1,11,77.35
PRT,59,0,None / Unknown,0,Transient,2,5,0,1,30,120.43
ESP,6,3,7,0,Transient,2,1,0,1,43,111.67
PRT,305,0,314,0,Transient,0,1,1,1,21,121.5
AUT,35,1,7,0,Transient,2,4,0,1,12,91.82
AUT,37,2,9,0,Transient,0,2,0,1,41,158.4
AGO,75,2,9,0,Transient,4,12,0,1,2,74.8
ESP,6,0,14,1,Transient,0,3,0,1,53,148.0
PRT,31,1,3,0,Transient-Party,1,1,0,1,15,0.0
GBR,251,1,115,0,Transient-Party,2,7,0,1,33,195.98
PRT,144,0,149,0,Transient,2,5,0,1,34,96.3
PRT,218,0,175,0,Transient,4,10,0,1,34,91.55
PRT,56,0,29,0,Transient,0,3,0,69,5,60.0
DEU,184,2,9,0,Transient-Party,0,1,3,1,34,164.25
PRT,326,0,1,0,Transient,0,1,0,22,37,60.0
FRA,3,2,9,0,Transient,1,1,0,1,52,79.5
PRT,3,0,9,0,Transient,0,3,0,1,33,153.0
ISR,4,1,9,0,Transient,2,5,0,1,15,154.29
